Country,Birth Rate,Days to Start Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Mobile Phone Usage,Life Expectancy Average,Net Tourism Impact,Dependency Ratio,Urban_Rate,CO2_per_capita
"Congo, Dem. Rep.",2.2891221590274,-0.2386734069164825,-0.2744368579310932,-0.49653135999509723,-0.6717849852061069,-0.7884947694421361,-0.15994348676735617,2.9223809906966767,-0.9089136453368288,-0.17350145673420425,-1.2509085873263124,-2.306385592923415,-0.220177032073037,1.9210338715117083,-0.3444108362260207,-0.31524349117959494
"Congo, Rep.",1.4781622955445513,-0.2386734069164825,-0.8165248325452907,-0.6627015254050337,-1.8627343854277436,-0.7735360945019716,-0.15994348676735617,1.5919755448686306,-0.9089136453368288,1.487375588648628,-1.2509085873263124,-1.7420035341688889,-0.41230873310064,1.180888362275763,-0.3095555646270498,-0.3084901778264499
Cote d'Ivoire,1.3880556440464569,-0.2386734069164825,-0.6142455504957446,-0.5873334025800443,0.07807204456307189,-0.7361394071515601,-0.15994348676735617,2.397220946290869,-0.9089136453368288,-0.17350145673420425,-1.2509085873263124,-2.306385592923415,-0.5440679863313215,1.0898084547060436,-0.340642887527878,-0.306570177150045
Djibouti,0.6672024320617025,-0.2386734069164825,-0.35442601321453704,-0.6906477803744538,-0.23069261475364874,-0.732399738416519,-0.15994348676735617,1.6970075537497922,-0.9089136453368288,-0.17350145673420425,-1.2509085873263124,-1.228928935301138,-0.38484167874377373,0.9826748943632432,-0.1412662564927238,-0.3035023366976326
"Egypt, Arab Rep.",0.21666917457123125,-0.2386734069164825,0.5448967407624993,0.3490829809187071,-0.4071295629346321,-0.666955535553299,-0.15994348676735617,0.1565380901594232,-0.9089136453368288,0.025803788711735776,-1.2509085873263124,-0.048857357905310754,1.9954298463122737,0.37625430383952113,-0.3441687228714603,-0.25125709053131967
Equatorial Guinea,1.5682689470426454,-0.2386734069164825,-0.35442601321453704,-0.6854666029654541,-1.7304066742920063,-0.7080918916387515,-0.15994348676735617,2.362210276663815,-0.9089136453368288,1.487375588648628,-1.2509085873263124,-2.2037706731498647,-0.38986697941558135,1.3301440767289352,-0.2010973264816278,-0.29629736989140776
Eritrea,1.5682689470426454,-0.2386734069164825,-0.8201467250955022,-0.6890231641158286,-0.8041126963418445,-0.8015836100147801,-0.15994348676735617,0.9267728219546079,-0.9089136453368288,-0.17350145673420425,-0.15887758709051808,-1.331543855074688,-0.6693563044503603,1.8266306757095188,-0.3372188115414004,-0.31255703612048663
Ethiopia,1.9286955530350223,-0.2386734069164825,0.01815055629023515,-0.6116877392757448,-0.8923311704323361,-0.8053232787498212,-0.15994348676735617,2.0471142500203303,-0.9089136453368288,-0.35619793172631575,-1.2509085873263124,-1.7420035341688889,-0.2941797474455462,2.01744735426802,-0.34527661071287213,-0.31335887990157185
Gabon,1.02762903805408,-0.2386734069164825,-0.7943492828746563,-0.6433498531027333,-1.5098604890657774,-0.5940319952199967,-0.15994348676735617,0.8567514827005002,-0.9089136453368288,1.487375588648628,-1.0325023872791534,-0.9210841759804873,-0.43805479407675013,1.3681554619518228,-0.2194981491515285,-0.29673940923324144
"Gambia, The",2.0188022045331167,-0.2386734069164825,-0.35442601321453704,-0.6882216098416831,-0.8041126963418445,-0.7604472539293275,-0.15994348676735617,1.101826170089877,-0.9089136453368288,1.8195509977251942,-1.2509085873263124,-1.4341587748482383,-0.220177032073037,1.7851344416779902,-0.27049889247307085,-0.3110020452119544
Ghana,1.1177356895521744,-0.2386734069164825,-0.5800084152569531,-0.6442401402614953,-0.6717849852061069,-0.7903646038096567,-0.15994348676735617,1.1718475093439846,-0.9089136453368288,-0.17350145673420425,-1.2509085873263124,-1.228928935301138,-0.2459919327843774,0.9826748943632432,-0.3413477867751483,-0.30852331150254064
Guinea,1.7484822500388342,-0.2386734069164825,-0.35442601321453704,-0.6650529963744104,-0.31891108884414043,-0.7791455976045333,-0.15994348676735617,2.5022529551720303,-0.9089136453368288,1.0555475568490917,-1.2509085873263124,-1.844618453942439,-0.38380908271532016,1.552156088360675,-0.33900383901675407,-0.31274230535007147
Guinea-Bissau,1.7484822500388342,-0.2386734069164825,-0.35442601321453704,-0.6926308714990742,-0.627675748160861,-0.784755100707095,-0.15994348676735617,2.7123169729343535,-0.9089136453368288,-0.17350145673420425,-0.15887758709051808,-1.793310994055664,-0.220177032073037,1.3872679281172628,-0.2901344693406331,-0.31343683771211156
Kenya,1.4781622955445513,-0.2386734069164825,-0.36409578294764877,-0.5633705715740854,-0.7158942222513527,-0.7791455976045333,-0.15994348676735617,1.3118901878522002,-0.9089136453368288,1.537201900010113,-1.2509085873263124,-1.6393886143953387,-0.1434207272913181,1.4553201854700633,-0.3446264528425054,-0.3085474469578684
Lesotho,0.7573090835597969,-0.2386734069164825,-0.35442601321453704,-0.6883442701261391,0.25450899274405525,-0.7604472539293275,-0.15994348676735617,1.7320182233768462,-0.9089136453368288,0.6735458364110405,-1.2509085873263124,-2.2037706731498647,-0.5020757478408744,1.217789982285594,-0.3255467761242597,-0.21276667006013114
Liberia,1.8385889015369279,-0.2386734069164825,-0.35442601321453704,-0.6908799036494786,-0.1865833777084032,-0.7941042725446978,-0.15994348676735617,3.062423669204892,-0.9089136453368288,1.238244031841203,-1.2509085873263124,-1.6906960742821138,-0.220177032073037,1.3301440767289352,-0.31624174588458553,-0.31264315110095997
Libya,-0.05365077992305184,-0.2386734069164825,-0.3010201824977396,-0.3414570640793003,-1.289314303839548,-0.3434741899722402,-0.15994348676735617,-0.26358994536522273,-0.9089136453368288,-1.00393997942562,-1.2509085873263124,0.31029486130211487,-0.6631607282796387,-0.143251058284015,-0.3173586025766582,-0.11146950336253901
Madagascar,1.6583755985407398,-0.2386734069164825,-0.35442601321453704,-0.6558134710144078,-0.5835665111156152,-0.7922344381771772,-0.15994348676735617,1.3819115271063074,-0.9089136453368288,2.2347702590709027,-1.2509085873263124,-1.0750065556408126,-0.37128025090341626,1.7645071874797924,-0.3425286283097567,-0.3133564613659532
Malawi,2.0188022045331167,-0.2386734069164825,-0.35442601321453704,-0.678162343578746,-0.0983649036179115,-0.797843941279739,-0.15994348676735617,2.5022529551720303,-0.9089136453368288,3.023686855627748,-1.2509085873263124,-2.35769305281019,-0.39675095293860546,1.8475006016314421,-0.34336306721788457,-0.3142329239707063
Mali,2.2891221590274,-0.2386734069164825,-0.35442601321453704,-0.6710521472741875,-0.010146429527419808,-0.784755100707095,-0.15994348676735617,2.9573916603237307,-0.9089136453368288,-0.17350145673420425,-1.2509085873263124,-2.0498482934895392,-0.39330896617709343,1.9959089637428982,-0.3405051224353916,-0.3148420597748812
Mauritania,1.3880556440464569,-0.2386734069164825,-0.35442601321453704,-0.682873175286586,-0.14247414066315733,-0.7697964257669304,-0.15994348676735617,1.5569648752415768,-0.9089136453368288,2.0852913249864478,-1.2509085873263124,-0.9723916358672624,-0.220177032073037,1.2736549348004778,-0.31073295327291567,-0.30577397358275926
Mauritius,-0.504184037413523,-0.2386734069164825,-0.35442601321453704,-0.6484319181333349,-1.156986592703811,-0.5416766329294207,-0.15994348676735617,-0.5436753023816535,-0.515114174580414,1.2880703432026879,-0.8140961872319946,0.2589874014153398,-0.01606721711537203,-0.8199272283894448,-0.2763030247556266,-0.26359858805767694
Morocco,-0.05365077992305184,-0.2386734069164825,-0.4945180835529051,-0.3087426295396535,-0.9364404074775816,-0.7137013947413132,-0.15994348676735617,0.40161277754880004,-0.9089136453368288,0.042412559165564113,-1.0325023872791534,-0.048857357905310754,0.84098748650113,0.07841288403318837,-0.3422670834144439,-0.28949066199427165
Mozambique,1.9286955530350223,-0.2386734069164825,-0.5992454483302462,-0.6512852244721983,-0.05425566657266565,-0.7866249350746155,-0.15994348676735617,2.887370321069623,-0.9089136453368288,0.9891124750337784,-1.2509085873263124,-2.2037706731498647,-0.41327248939386335,1.4644390179173434,-0.34277785926123483,-0.314372501600692
Namibia,0.8474157350578913,-0.2386734069164825,-0.810921149731756,-0.655489134809171,-0.0983649036179115,-0.5790733202798322,-0.15994348676735617,0.6116767953111233,-0.9089136453368288,0.37458796824213036,-1.2509085873263124,-1.4341587748482383,-0.3065708997869896,0.8778288833516076,-0.31285323050168,-0.2965761729923478
Niger,2.739655416517871,-0.2386734069164825,-0.35442601321453704,-0.6775877665949721,0.03396280751782604,-0.7959741069122184,-0.15994348676735617,2.432231615917923,-0.9089136453368288,-0.17350145673420425,-1.2509085873263124,-1.844618453942439,-0.3864249926540693,2.181856546466984,-0.3430063591338919,-0.31440359451758704
Nigeria,1.8385889015369279,-0.2386734069164825,2.2512181574838226,-0.21066886651424804,-0.7600034592965986,-0.7828852663395744,-0.15994348676735617,2.852359651442569,-0.9089136453368288,1.3711141954718296,-1.2509085873263124,-2.306385592923415,-0.67210989385957,1.3301440767289359,-0.34448413578004733,-0.2797397179243965
Rwanda,1.6583755985407398,-0.2386734069164825,-0.35442601321453704,-0.6782520681770309,-0.9364404074775816,-0.797843941279739,-0.15994348676735617,2.6773063033072995,-0.9089136453368288,0.6569370659572121,-1.2509085873263124,-2.1524632132630894,-0.3857365953017669,1.9852682311184793,-0.34242511695394273,-0.31419505646990364
Sao Tome and Principe,1.207842341050268,-0.2386734069164825,-0.35442601321453704,-0.6956169416805542,1.1366937336489709,-0.7286600696814779,-0.15994348676735617,0.9267728219546079,-0.9089136453368288,3.023686855627748,-0.15887758709051808,-0.5619319567730616,-0.37492875687061905,1.662560950384858,0.39457462985979835,-0.30829436025640244
Senegal,1.5682689470426454,-0.2386734069164825,-0.7624014570779798,-0.647415694637914,-0.7600034592965986,-0.7735360945019716,-0.15994348676735617,1.3118901878522002,-0.9089136453368288,-0.17350145673420425,-1.2509085873263124,-1.1776214754143628,-0.3616426879711825,1.7234920669464342,-0.33795581235920935,-0.30705693483209284
Seychelles,-0.32397073441733465,-0.2386734069164825,-0.35442601321453704,-0.6899812716634746,-0.6717849852061069,-0.1209639002372923,-0.15994348676735617,-0.6837179808898688,-0.515114174580414,-0.3894154726339724,-0.5956899871848358,0.31029486130211487,-0.25562949571661114,-0.26609541261523095,0.8479783051162174,-0.15951993337195408
